,business_name,telephone,email,business_page,rank,category,website,rating,street,locality,region,zipcode,listing_url
16,AutoZone Auto Parts,(510) 583-0134,customer.service@autozone.com,https://www.yellowpages.com/hayward-ca/mip/autozone-auto-parts-479888884,24. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/hayward/28150-mission-blvd.html,,28150 Mission Blvd,"Hayward, CA 94544",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
17,AutoZone Auto Parts,(925) 709-0131,customer.service@autozone.com,https://www.yellowpages.com/bay-point-ca/mip/autozone-auto-parts-22086649,25. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/bay-point/652-bailey-rd.html,,652 Bailey Rd,"Bay Point, CA 94565",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
18,AutoZone Auto Parts,(707) 649-2611,customer.service@autozone.com,https://www.yellowpages.com/american-canyon-ca/mip/autozone-auto-parts-460673599,26. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/american-canyon/7021-main-st.html,,7021 Main St,"American Canyon, CA 94503",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
19,AutoZone Auto Parts,(650) 372-0535,customer.service@autozone.com,https://www.yellowpages.com/san-mateo-ca/mip/autozone-auto-parts-451364853,27. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/san-mateo/3880-s-el-camino-real.html,,3880 S El Camino Real,"San Mateo, CA 94403",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
20,AutoZone Auto Parts,(925) 252-9044,customer.service@autozone.com,https://www.yellowpages.com/pittsburg-ca/mip/autozone-auto-parts-9348630,28. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/pittsburg/401-e-leland-rd.html,,401 E Leland Rd,"Pittsburg, CA 94565",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
21,AutoZone Auto Parts,(510) 404-2390,customer.service@autozone.com,https://www.yellowpages.com/union-city-ca/mip/autozone-auto-parts-512110483,29. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/union-city/34529-alvarado-niles-rd.html,,34529 Alvarado Niles Rd,"Union City, CA 94587",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
22,AutoZone Auto Parts,(510) 233-8608,customer.service@autozone.com,https://www.yellowpages.com/richmond-ca/mip/autozone-auto-parts-12981942,3. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/richmond/1350-macdonald-ave.html,,1350 Macdonald Ave,"Richmond, CA 94801",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
23,AutoZone Auto Parts,(925) 469-0056,customer.service@autozone.com,https://www.yellowpages.com/pleasanton-ca/mip/autozone-auto-parts-465254232,30. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/pleasanton/3901-santa-rita-rd.html,,3901 Santa Rita Rd,"Pleasanton, CA 94588",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
24,AutoZone Auto Parts,(510) 793-2039,customer.service@autozone.com,https://www.yellowpages.com/newark-ca/mip/autozone-auto-parts-470050434,31. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/newark/35060-newark-blvd.html,1,35060 Newark Blvd,"Newark, CA 94560",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
25,AutoZone Auto Parts,(925) 756-6095,customer.service@autozone.com,https://www.yellowpages.com/antioch-ca/mip/autozone-auto-parts-472598798,32. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/antioch/2009-somersville-rd.html,,2009 Somersville Rd,"Antioch, CA 94509",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
26,AutoZone,(925) 706-8697,,https://www.yellowpages.com/pittsburg-ca/mip/autozone-509865456,33. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",http://www.autozone.com,,4505 Century Blvd,"Pittsburg, CA 94565",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
27,AutoZone Auto Parts,(650) 556-1684,customer.service@autozone.com,https://www.yellowpages.com/redwood-city-ca/mip/autozone-auto-parts-454037556,34. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/redwood-city/901-el-camino-real.html,,901 El Camino Real,"Redwood City, CA 94063",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
28,AutoZone Auto Parts,(925) 470-4821,customer.service@autozone.com,https://www.yellowpages.com/antioch-ca/mip/autozone-auto-parts-544202316,35. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/antioch/4036-lone-tree-way.html,,4036 Lone Tree Way,"Antioch, CA 94531",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
29,AutoZone Auto Parts,(925) 756-1314,customer.service@autozone.com,https://www.yellowpages.com/antioch-ca/mip/autozone-auto-parts-5812553,36. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/antioch/1623-a-st.html,,1623 A St,"Antioch, CA 94509",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
30,AutoZone Auto Parts,(707) 639-5072,customer.service@autozone.com,https://www.yellowpages.com/fairfield-ca/mip/autozone-auto-parts-547051272,37. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/fairfield/1440-w-texas-st.html,,1440 W Texas St,"Fairfield, CA 94533",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
31,AutoZone Auto Parts,(650) 321-7221,customer.service@autozone.com,https://www.yellowpages.com/east-palo-alto-ca/mip/autozone-auto-parts-11600882,38. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/east-palo-alto/2160-university-ave.html,,2160 University Ave,"East Palo Alto, CA 94303",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
32,AutoZone Auto Parts,(510) 656-2533,customer.service@autozone.com,https://www.yellowpages.com/fremont-ca/mip/autozone-auto-parts-4423485,39. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/fremont/41094-fremont-blvd.html,,41094 Fremont Blvd,"Fremont, CA 94538",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
33,AutoZone Auto Parts,(510) 336-9124,customer.service@autozone.com,https://www.yellowpages.com/oakland-ca/mip/autozone-auto-parts-11652680,4. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/oakland/3533-macarthur-blvd.html,,3533 Macarthur Blvd,"Oakland, CA 94619",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
34,AutoZone Auto Parts,(707) 428-3994,customer.service@autozone.com,https://www.yellowpages.com/suisun-city-ca/mip/autozone-auto-parts-7067517,40. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/suisun-city/288-sunset-ave.html,,288 Sunset Ave,"Suisun City, CA 94585",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
35,AutoZone Auto Parts,(707) 428-4256,customer.service@autozone.com,https://www.yellowpages.com/fairfield-ca/mip/autozone-auto-parts-4030718,41. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/fairfield/1706-n-texas-st.html,,1706 N Texas St,"Fairfield, CA 94533",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
36,AutoZone Auto Parts,(925) 470-4569,customer.service@autozone.com,https://www.yellowpages.com/antioch-ca/mip/autozone-auto-parts-505760163,42. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/antioch/5369-fairside-way.html,,5369 Fairside Way,"Antioch, CA 94531",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
37,AutoZone Auto Parts,(707) 257-3822,customer.service@autozone.com,https://www.yellowpages.com/napa-ca/mip/autozone-auto-parts-11910110,43. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/napa/698-lincoln-ave.html,,698 Lincoln Ave,"Napa, CA 94558",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
38,AutoZone Auto Parts,(925) 371-8195,customer.service@autozone.com,https://www.yellowpages.com/livermore-ca/mip/autozone-auto-parts-23026965,44. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/livermore/1511-1st-st.html,,1511 1st St,"Livermore, CA 94550",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
39,AutoZone Auto Parts,(925) 625-8643,customer.service@autozone.com,https://www.yellowpages.com/oakley-ca/mip/autozone-auto-parts-22074418,45. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/oakley/2595-main-st.html,,2595 Main St,"Oakley, CA 94561",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
40,AutoZone Auto Parts,(925) 634-1585,customer.service@autozone.com,https://www.yellowpages.com/brentwood-ca/mip/autozone-auto-parts-479796209,46. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/brentwood/7609-brentwood-blvd.html,,7609 Brentwood Blvd,"Brentwood, CA 94513",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
41,AutoZone Auto Parts - CLOSED,(510) 324-2210,customer.service@autozone.com,https://www.yellowpages.com/union-city-ca/mip/autozone-auto-parts-4798506,47. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/union-city/32100-alvarado-blvd.html,,32100 Alvarado Blvd,"Union City, CA 94587",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=2
42,AutoZone Auto Parts,(510) 533-9810,customer.service@autozone.com,https://www.yellowpages.com/oakland-ca/mip/autozone-auto-parts-9519728,5. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/oakland/3050-e-9th-st.html,,3050 E 9th St,"Oakland, CA 94601",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
43,AutoZone Auto Parts,(510) 236-3100,customer.service@autozone.com,https://www.yellowpages.com/san-pablo-ca/mip/autozone-auto-parts-462001094,6. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/san-pablo/14270-san-pablo-ave.html,1,14270 San Pablo Ave,"San Pablo, CA 94806",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
44,AutoZone Auto Parts,(510) 217-1088,customer.service@autozone.com,https://www.yellowpages.com/alameda-ca/mip/autozone-auto-parts-540255167,7. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/alameda/1125-park-st.html,,1125 Park St,"Alameda, CA 94501",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
45,AutoZone Auto Parts,(510) 758-4200,customer.service@autozone.com,https://www.yellowpages.com/pinole-ca/mip/autozone-auto-parts-22384760,8. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/pinole/1475-fitzgerald-dr--ste-100.html,,1475 Fitzgerald Dr Ste 100,"Pinole, CA 94564",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
46,AutoZone Auto Parts,(510) 636-8646,customer.service@autozone.com,https://www.yellowpages.com/oakland-ca/mip/autozone-auto-parts-2562490,9. ,"Automobile Parts & Supplies,Automobile Accessories,Battery Supplies",https://www.autozone.com/locations/ca/oakland/7200-bancroft-ave.html,1,7200 Bancroft Ave,"Oakland, CA 94605",,,https://www.yellowpages.com/search?search_terms=AutoZone&geo_location_terms=Berkeley%2C+CA&s=distance&page=1
